ceref,name_en,website_url,name_disambiguation_status,operational_status,asset_classes,style,sub_strategy,illiquid_book_likelihood,cayman_fund_signals,us_lp_signals,geographic_focus,sector_focus,family_office_type,parent_org,parent_relationship,aum_raw_string,aum_currency,aum_usd_m,linkedin_url,ir_email,emails_on_site,generic_emails_on_site,also_holds_type_1,also_holds_type_4,all_sfc_ra_types,evidence_strength,rationale,classification_source,serpapi_kg_summary,source_markdown_path,classified_at_utc,classifier_version,email_extraction_cleared,website_accuracy,deep_scrape_attempted_utc,deep_scrape_status,hunter_email,hunter_score,hunter_status,hunter_attempted_utc
AAP095,Malayan Banking Berhad,https://www.malayan.com/,medium_confidence,no_site_found,unknown,unknown,,unknown,,,,,not_applicable,,n_a,,,,,,cxc@malayan.com,,false,false,,no_evidence,"The source text refers to Malayan Insurance in the Philippines, a general insurance company, not Malayan Banking Berhad (Maybank) or its asset management operations. No relevant content found for the named firm.",none,"KG title: Malayan Banking Berhad
KG type: Bank in Hong Kong",data\firm_pages\AAP095.md,2026-05-28T13:01:39Z,v2-2026-05-27,,not_found,,,,,,
AAP809,AXA Investment Managers Asia Limited,https://www.axa-im.com.hk,high_confidence,active,"private_equity,private_credit,public_equity,public_credit,multi",mixed,,medium,,,global,generalist,not_applicable,BNP Paribas Asset Management,subsidiary,,,,,,,,true,true,"1,2,3,4,9",multiple_pages_corroborate,"The website is for BNP Paribas Asset Management, which has merged with AXA IM; the AXA IM entity is now a part of BNPP AM, and the site offers alternatives, equities, fixed income, multi-asset, and likely private assets under the BNPP AM parent.",consensus_website_plus,,data\firm_pages\AAP809.md,2026-05-28T05:55:56Z,v2-2026-05-27,,verified,,,,,,
AAP937,"Citibank, N.A.",https://www.citibank.com.hk/,medium_confidence,active,"public_equity,public_credit,multi",mixed,,medium,,,hong_kong,generalist,not_applicable,Citigroup Inc.,subsidiary,,,,,,,,false,false,,multiple_pages_corroborate,"Citibank N.A. Hong Kong is a subsidiary of Citigroup; the consumer banking website shows no illiquid asset management activity, but Citigroup as a parent operates significant private investment and alternative asset businesses, leading to a medium illiquid book likelihood.",consensus_website_plus,"KG title: Citibank, N.A.
KG type: Financial institution in Hong Kong",data\firm_pages\AAP937.md,2026-05-28T06:56:24Z,v2-2026-05-27,,probable,,,,,,
AAS433,Hang Seng Investment Services Limited,https://www.hangseng.com/,high_confidence,no_site_found,unknown,unknown,,unknown,,,,,not_applicable,,n_a,,,,,,,,false,true,4,no_evidence,"The scraped content is the Hang Seng Bank retail homepage promoting credit cards, loans, and personal banking services, with no mention of Hang Seng Investment Services or any asset management business.",none,,data\firm_pages\AAS433.md,2026-05-28T08:34:47Z,v2-2026-05-27,,not_found,,,,,,
AAU638,Tung Tai Securities Company Limited,https://www.etungtai.com,no_match,no_site_found,unknown,unknown,,unknown,,,,,not_applicable,,n_a,,,,,,,,true,true,"1,4",no_evidence,,none,,,2026-05-28T14:31:11Z,v2-2026-05-27,,not_found,,,,,,
AAU795,Open Asset Management Limited,https://www.opensecltd.com,medium_confidence,active,"public_equity,public_credit,multi",mixed,,low,,,greater_china,generalist,not_applicable,,n_a,,,,,,cs@opensecltd.com,,false,true,"4,9",inferred_from_name_or_parent,"Website presents Open Asset Management as part of a brokerage/wealth management group (Open Securities) focused on retail and institutional brokerage, asset management, and wealth management; described services (stocks, bonds, funds) appear primarily publicly traded, no mention of private equity, private credit, or real assets; site emphasizes retail trading and custody, indicating a low likelihood of holding illiquid private positions.",website,,data\firm_pages\AAU795.md,2026-05-28T13:26:45Z,v2-2026-05-27,,probable,,,,,,
AAU941,Lehin Securities Limited,,no_match,no_site_found,unknown,unknown,,unknown,,,,,not_applicable,,n_a,,,,,,,,true,false,1,no_evidence,,none,"KG title: Lehin Securities Limited
KG type: Stock broker in Hong Kong",,2026-05-28T12:45:29Z,v2-2026-05-27,,not_found,,,,,,
AAU948,KuCoin HK Limited,https://www.premierqhk.com,ambiguous,no_site_found,unknown,unknown,,unknown,,,,,not_applicable,,n_a,,,,,,,,true,true,"1,4",no_evidence,No relevant firm content found on website; server returned generic placeholder message.,none,,data\firm_pages\AAU948.md,2026-05-28T12:33:04Z,v2-2026-05-27,,not_found,,,,,,
AAV238,Bentley Capital Limited,https://www.bentleyreid.com,medium_confidence,active,"public_equity,public_credit,multi",buy_and_hold,wealth management discretionary advisory,low,,,global,generalist,not_applicable,,n_a,,,,,,,,false,true,"4,9",one_clear_statement,"Bentley Reid appears to be the operating brand of Bentley Capital Limited, offering wealth management, investment management (discretionary and advisory), trusteeship, and family office services for high-net-worth individuals; primarily public markets and wealth planning, no mention of private equity, private credit, real assets, or illiquid private investments.",website,,data\firm_pages\AAV238.md,2026-05-28T06:35:54Z,v2-2026-05-27,,probable,,,,,,
AAV439,St. James's Place (Hong Kong) Limited,https://www.sjp.asia,high_confidence,unknown,unknown,unknown,,unknown,,,,,not_applicable,,n_a,,,,,,,,true,true,"1,4,9",no_evidence,llm returned no JSON,none,,data\firm_pages\AAV439.md,2026-05-28T14:13:28Z,v2-2026-05-27,,unverified,,,,,,
AAV486,FIL Investment Advisors,https://www.yflife.com/,ambiguous,no_site_found,unknown,unknown,,unknown,,,,,not_applicable,,n_a,,,,,,,,false,true,"4,5,9",no_evidence,The provided source text is from a Chinese insurance company (YF Life) and contains no content related to FIL Investment Advisors or their parent group. No firm website could be identified.,none,,data\firm_pages\AAV486.md,2026-05-28T07:59:49Z,v2-2026-05-27,,not_found,,,,,,
AAV553,Zhongrong PT Securities Limited,https://www.zrpts.com,ambiguous,placeholder_site,unknown,unknown,,unknown,,,,,not_applicable,,n_a,,,,,,,,true,true,"1,2,3,4,5",no_evidence,"The website only shows a placeholder homepage with language selection and navigation links; no substantive content about asset management, strategies, or AUM is available, making it impossible to classify.",none,,data\firm_pages\AAV553.md,2026-05-28T14:51:38Z,v2-2026-05-27,,suspect,,,,,,
AAV561,State Street Bank and Trust Company,https://www.statestreet.com/,high_confidence,active,"public_equity,public_credit,private_credit,real_assets",mixed,,medium,,,global,generalist,not_applicable,State Street Corporation,subsidiary,,,,,,,,false,false,,multiple_pages_corroborate,"The HK entity is a banking subsidiary of State Street Corporation, which operates global investment management (including SPDR ETFs) and asset servicing. The site mentions 'private credit under stress', indicating parent exposure; thus illiquid_book_likelihood is medium due to mixed liquid/alternatives offerings.",consensus_website_plus,"KG title: State Street Bank and Trust Company
KG type: Investment service in Hong Kong",data\firm_pages\AAV561.md,2026-05-28T14:14:19Z,v2-2026-05-27,,verified,,,,,,
AAV717,Wing Fung Securities Limited,https://www.wfgold.com,high_confidence,placeholder_site,unknown,unknown,,unknown,,,,,not_applicable,Wing Fung Financial Group,subsidiary,,,,,,,,true,true,"1,4,5,9",no_evidence,"The site shows only a loading spinner, then a 404 error page with no substantive content about asset management activities, investment strategies, or AUM. The page appears to be a corporate site for Wing Fung Financial Group but offers no financial or investment management details, only a gold price quote and a fraud warning. Operational status set to placeholder_site as it is essentially a broken or incomplete site.",none,,data\firm_pages\AAV717.md,2026-05-28T14:43:30Z,v2-2026-05-27,,unverified,,,,,,
AAV727,Celetio Investments Limited,https://www.celetio.com.hk,no_match,no_site_found,unknown,unknown,,unknown,,,,,not_applicable,,n_a,,,,,,,,true,false,1,no_evidence,,none,,,2026-05-28T15:35:52Z,v2-2026-05-27,,not_found,,,,,,
AAV882,UBS Securities Asia Limited,https://www.ubs.com,medium_confidence,active,multi,mixed,,medium,,,global,generalist,not_applicable,UBS Group AG,subsidiary,,,,,,,,true,true,"1,2,4",multiple_pages_corroborate,"UBS Securities Asia Limited is a subsidiary of UBS Group AG, a global financial services firm with large asset management, wealth management, and investment banking divisions. The website indicates a full-service offering across asset classes and styles, including substantial private and illiquid investments like private equity and real estate, justifying medium illiquid likelihood.",consensus_website_plus,,data\firm_pages\AAV882.md,2026-05-28T14:38:19Z,v2-2026-05-27,,probable,,,,,,
AAV931,China Pacific Securities Limited,https://www.china.com/,medium_confidence,no_site_found,unknown,unknown,,unknown,,,,,not_applicable,,n_a,,,,,,,,true,false,1,no_evidence,Scraped text is from a Chinese news/portal site (china.com) with no relation to China Pacific Securities Limited. No firm-specific information was found.,none,,data\firm_pages\AAV931.md,2026-05-28T06:55:30Z,v2-2026-05-27,,not_found,,,,,,
AAW177,Metaverse Securities Limited,https://hk.metasecurities.com,medium_confidence,active,"public_equity,public_credit,multi",mixed,quantitative and active management,low,,,global,generalist,not_applicable,,n_a,,,,,,,,true,true,"1,4,5,9",inferred_from_name_or_parent,"The website promotes securities and futures trading, asset management, and quantitative strategies covering stocks, bonds, commodities, and derivatives, but no mention of private equity, private credit, real assets or secondaries; therefore illiquid book likelihood is low.",website,,data\firm_pages\AAW177.md,2026-05-28T13:00:35Z,v2-2026-05-27,,probable,,,,,,
AAW203,Hamon Asian Advisors Limited,https://www.hamon.com.hk,medium_confidence,active,"private_equity,public_equity,multi",mixed,,medium,,,asia,generalist,not_applicable,Hamon Investment Group,subsidiary,,,,,enquiry@hamon.com.hk,,enquiry@hamon.com.hk,false,true,"4,9",multiple_pages_corroborate,"The website explicitly states Hamon is a multi-asset manager with both public markets and private markets strategies, operating since 1989 as part of Hamon Investment Group, indicating an illiquid private equity book and a medium likelihood for illiquid positions.",website,,data\firm_pages\AAW203.md,2026-05-28T08:34:17Z,v2-2026-05-27,,probable,,,,,,
AAW261,UOB Kay Hian (Hong Kong) Limited,https://www.utrade.com.hk,medium_confidence,active,"public_equity,public_credit",buy_and_hold,"wealth management, retail brokerage & advisory",low,,,greater_china,generalist,not_applicable,UOB Kay Hian,subsidiary,,,,,clientservices@uobkayhian.com.hk,,clientservices@uobkayhian.com.hk,true,true,"1,4,6",one_clear_statement,"The website is a live retail brokerage platform focused on equities, futures, IPOs, and wealth management, with no mention of illiquid private asset classes, indicating a low likelihood of holding private positions.",website,,data\firm_pages\AAW261.md,2026-05-28T14:38:26Z,v2-2026-05-27,,probable,,,,,,
AAW265,Delta Asia Securities Limited,https://www.delta-asia.com,high_confidence,no_site_found,unknown,unknown,,unknown,,,,none,not_applicable,,n_a,,,,,,,,true,true,"1,2,4,5,9",no_evidence,"The source text contains only image links and no substantive content about asset management activities, so the firm is classified as no site found.",none,,data\firm_pages\AAW265.md,2026-05-28T07:31:16Z,v2-2026-05-27,,not_found,,,,,,
AAW287,S W Woo And Company Limited,https://bank.codes/,medium_confidence,no_site_found,unknown,unknown,,unknown,,,,,not_applicable,,n_a,,,,,,,,true,false,1,no_evidence,The source text is entirely unrelated to S W Woo And Company Limited; it is a bank code lookup directory. No firm information found.,none,KG title: S.W. Woo & Company,data\firm_pages\AAW287.md,2026-05-28T14:14:17Z,v2-2026-05-27,,not_found,,,,,,
AAW351,CGS International Securities Hong Kong Limited,https://www.cgsi.com,ambiguous,active,"public_equity,public_credit",mixed,,low,,,asia,generalist,not_applicable,CGS International,subsidiary,,,,,,,,true,true,"1,4",inferred_from_name_or_parent,"CGS International Securities Hong Kong is a brokerage and asset management subsidiary of CGS International, a regional financial services group focused on equities and fixed income; no evidence of illiquid private investments on the brief cookie notice page, but parent known for securities services rather than private markets.",website,,data\firm_pages\AAW351.md,2026-05-28T06:55:41Z,v2-2026-05-27,,suspect,,,,,,
AAW384,Cynosure Asset Management Hong Kong Limited,https://www.cynosurelutronicapac.com/,medium_confidence,no_site_found,unknown,unknown,,unknown,,,,,not_applicable,,n_a,,,,,,,,false,true,"4,9",no_evidence,"The source text is from Cynosure Lutronic, a medical aesthetics device company, not related to the named asset manager Cynosure Asset Management Hong Kong Limited. No website found for the actual firm.",none,KG title: New Cynosure Co Ltd.,data\firm_pages\AAW384.md,2026-05-28T06:55:51Z,v2-2026-05-27,,not_found,,,,,,
AAW438,"Zhonghao International Futures Co., Limited",https://zhonghaocapital.com/,medium_confidence,placeholder_site,unknown,unknown,,unknown,,,,,not_applicable,,n_a,,,,,,,,false,false,2,no_evidence,"The website is a placeholder with 'Coming Soon' message and no firm-specific information, only generic GoDaddy template content.",none,,data\firm_pages\AAW438.md,2026-05-28T14:52:15Z,v2-2026-05-27,,unverified,,,,,,
